customer_id,customer_type,specialty,practice_size,monthly_patient_volume,scheduling_need,patient_communication_need,analytics_need,claims_automation_need,practice_management_need,willingness_to_pay,price_sensitivity
C01108,Solo Provider,Therapy,1,69,0.381,0.566,0.373,0.455,0.407,70.32,0.84
C01109,Large Practice,Therapy,36,3541,0.674,1.0,1.0,0.879,0.977,321.53,0.267
C01110,Solo Provider,Counseling,1,156,0.582,0.26,0.405,0.693,0.345,68.28,0.79
C01111,Solo Provider,Psychology,1,81,0.55,0.655,0.599,0.564,0.515,78.84,0.926
C01112,Solo Provider,Counseling,1,117,0.648,0.998,0.512,0.543,0.239,76.36,0.791
C01113,Small Practice,Therapy,4,403,0.622,0.598,0.689,0.662,0.502,95.19,0.694
C01114,Group Practice,Psychiatry,6,585,0.86,0.603,0.687,0.665,0.582,182.43,0.455
C01115,Large Practice,Psychology,16,4292,0.705,0.778,0.734,0.878,0.614,246.47,0.245
C01116,Solo Provider,Therapy,1,175,0.659,0.743,0.579,0.274,0.544,66.88,0.703
C01117,Solo Provider,Counseling,1,113,0.763,0.667,0.567,0.825,0.428,80.18,0.742
C01118,Small Practice,Counseling,5,561,0.798,0.82,0.286,0.626,0.4,106.88,0.582
C01119,Solo Provider,Therapy,1,89,0.716,0.538,0.493,0.483,0.473,72.68,0.823
C01120,Group Practice,Counseling,11,1068,0.783,0.649,0.302,0.719,0.411,179.08,0.441
C01121,Small Practice,Psychiatry,4,361,0.976,0.484,0.313,0.603,0.458,105.05,0.53
C01122,Solo Provider,Psychiatry,1,136,0.515,0.471,0.368,0.476,0.472,65.14,0.767
C01123,Group Practice,Counseling,15,762,0.557,0.532,0.777,0.848,0.682,196.31,0.631
C01124,Solo Provider,Psychology,1,179,0.404,0.667,0.379,0.747,0.513,86.09,0.641
C01125,Solo Provider,Therapy,1,72,0.651,0.636,0.674,0.177,0.435,64.16,0.909
C01126,Small Practice,Counseling,4,213,0.715,0.509,0.389,0.669,0.327,104.33,0.498
C01127,Small Practice,Psychology,5,571,0.52,0.663,0.64,0.563,0.28,117.4,0.698
C01128,Small Practice,Therapy,5,255,0.916,0.469,0.654,0.604,0.267,130.35,0.678
C01129,Small Practice,Psychology,4,548,0.548,0.652,0.584,0.254,0.168,97.8,0.665
C01130,Large Practice,Psychology,18,3956,0.758,0.846,0.687,0.726,0.76,250.78,0.344
C01131,Large Practice,Psychiatry,37,2108,0.641,0.495,1.0,1.0,0.85,328.45,0.279
C01132,Small Practice,Psychiatry,4,154,0.828,0.899,0.692,0.579,0.61,143.71,0.598
C01133,Solo Provider,Counseling,1,127,0.736,0.856,0.411,0.597,0.45,59.36,0.707
C01134,Small Practice,Therapy,5,270,0.866,0.32,0.471,0.783,0.255,92.62,0.775
C01135,Large Practice,Psychology,21,3483,0.678,0.987,0.669,0.457,0.518,252.28,0.393
C01136,Solo Provider,Counseling,1,133,0.71,0.644,0.51,0.376,0.389,82.13,0.681
C01137,Solo Provider,Counseling,1,73,0.546,0.729,0.31,0.421,0.312,61.95,1.0
C01138,Solo Provider,Psychiatry,1,106,0.633,0.379,0.441,0.827,0.418,59.02,0.89
C01139,Solo Provider,Psychiatry,1,144,0.669,0.687,0.356,0.58,0.46,66.61,0.854
C01140,Small Practice,Counseling,3,525,0.661,0.587,0.711,0.348,0.149,101.47,0.563
C01141,Solo Provider,Psychiatry,1,66,0.601,0.977,0.469,0.492,0.241,64.18,0.995
C01142,Small Practice,Psychology,5,383,1.0,0.721,0.645,0.846,0.532,118.7,0.747
C01143,Group Practice,Psychology,9,1078,0.695,0.646,0.603,0.541,0.588,183.83,0.5
C01144,Group Practice,Psychology,9,1665,1.0,0.839,0.554,0.685,0.724,206.0,0.355
C01145,Solo Provider,Psychology,1,88,0.584,0.812,0.466,0.503,0.173,48.14,0.891
C01146,Solo Provider,Psychiatry,1,65,0.874,0.972,0.365,0.683,0.487,90.22,0.791
C01147,Small Practice,Psychiatry,5,389,0.778,0.424,0.343,0.759,0.523,131.99,0.636
C01148,Group Practice,Psychiatry,8,1309,0.766,0.388,0.553,0.454,0.507,153.08,0.356
C01149,Solo Provider,Psychology,1,131,0.361,0.68,0.12,0.458,0.472,48.43,0.728
C01150,Group Practice,Counseling,10,1316,0.576,0.683,0.445,0.602,0.478,191.99,0.449
C01151,Solo Provider,Psychology,1,132,0.776,0.538,0.498,0.465,0.372,60.63,0.865
C01152,Group Practice,Psychology,11,1116,0.627,0.559,0.641,0.57,0.773,174.27,0.718
C01153,Solo Provider,Psychiatry,1,99,0.744,0.837,0.425,0.343,0.629,74.2,0.869
C01154,Solo Provider,Counseling,1,140,0.816,0.641,0.319,0.428,0.549,65.89,0.868
C01155,Small Practice,Psychiatry,2,225,0.676,0.828,0.513,0.853,0.499,105.99,0.655
C01156,Solo Provider,Psychiatry,1,159,0.698,0.519,0.26,0.564,0.288,61.92,0.746
C01157,Solo Provider,Therapy,1,177,0.701,0.963,0.564,0.87,0.302,70.01,0.878
C01158,Solo Provider,Psychiatry,1,165,0.616,1.0,0.35,0.133,0.262,48.41,0.599
C01159,Solo Provider,Psychology,1,132,0.705,0.281,0.644,0.193,0.349,71.42,0.768
C01160,Small Practice,Therapy,3,490,0.878,0.585,0.425,0.606,0.558,110.23,0.733
C01161,Solo Provider,Therapy,1,67,0.735,0.643,0.526,0.858,0.332,67.25,0.764
C01162,Small Practice,Counseling,2,444,0.382,0.626,0.612,0.435,0.414,101.73,0.861
C01163,Group Practice,Counseling,12,633,0.489,0.605,0.509,0.662,0.522,164.48,0.567
C01164,Solo Provider,Psychiatry,1,80,0.733,0.711,0.487,0.102,0.38,72.43,0.785
C01165,Solo Provider,Psychiatry,1,167,0.808,0.693,0.512,0.742,0.541,101.07,0.828
C01166,Group Practice,Psychology,13,808,0.522,0.648,0.589,0.237,0.486,173.39,0.484
C01167,Group Practice,Counseling,9,1223,0.706,0.672,0.692,0.499,0.643,169.68,0.341
C01168,Small Practice,Psychiatry,2,402,0.546,0.531,0.292,0.383,0.407,93.44,0.721
C01169,Group Practice,Therapy,8,1345,0.514,0.519,0.338,0.721,0.615,174.98,0.446
C01170,Solo Provider,Psychiatry,1,127,0.715,0.901,0.311,0.453,0.298,47.71,0.865
C01171,Solo Provider,Psychiatry,1,66,0.917,0.751,0.728,0.505,0.285,83.41,0.866
C01172,Small Practice,Psychology,4,289,0.4,0.321,0.549,0.81,0.227,97.09,0.623
C01173,Solo Provider,Therapy,1,119,1.0,0.726,0.6,0.66,0.176,58.11,0.87
C01174,Small Practice,Psychology,5,458,0.871,0.665,0.69,0.781,0.176,123.74,0.432
C01175,Small Practice,Therapy,2,303,0.738,0.721,0.614,0.673,0.34,99.38,0.746
C01176,Small Practice,Counseling,2,170,0.73,0.495,0.369,0.904,0.252,107.78,0.687
C01177,Solo Provider,Psychology,1,166,0.692,0.771,0.514,0.364,0.449,88.53,0.746
C01178,Solo Provider,Therapy,1,128,0.595,0.712,0.326,0.556,0.334,54.94,0.717
C01179,Solo Provider,Counseling,1,63,1.0,0.666,0.4,0.409,0.439,55.37,0.736
C01180,Solo Provider,Psychology,1,77,0.694,0.575,0.331,0.446,0.298,65.91,0.739
C01181,Small Practice,Psychology,3,175,0.9,1.0,0.41,0.821,0.438,115.8,0.749
C01182,Solo Provider,Therapy,1,161,0.649,0.78,0.538,0.211,0.349,66.89,0.887
C01183,Solo Provider,Therapy,1,120,0.587,0.696,0.451,0.477,0.266,68.07,0.891
C01184,Solo Provider,Counseling,1,170,0.737,1.0,0.536,0.716,0.409,61.72,0.765
C01185,Solo Provider,Psychiatry,1,174,0.3,0.699,0.512,0.475,0.354,80.57,0.675
C01186,Group Practice,Psychology,15,1686,0.554,0.748,0.692,0.619,0.55,203.31,0.449
C01187,Solo Provider,Counseling,1,78,0.77,0.644,0.593,0.517,0.428,77.32,0.815
C01188,Large Practice,Psychiatry,40,3445,0.529,0.813,1.0,0.794,1.0,332.44,0.255
C01189,Solo Provider,Psychiatry,1,86,1.0,0.596,0.696,0.79,0.448,78.57,0.804
C01190,Small Practice,Counseling,3,439,0.87,0.493,0.471,0.488,0.145,109.75,0.736
C01191,Solo Provider,Therapy,1,150,0.605,0.835,0.227,0.516,0.349,65.43,0.809
C01192,Solo Provider,Psychiatry,1,121,0.642,0.63,0.669,0.414,0.706,76.38,0.736
C01193,Group Practice,Counseling,12,1309,0.656,0.899,0.712,0.609,0.772,180.33,0.348
C01194,Large Practice,Therapy,39,2474,0.82,0.708,1.0,0.925,1.0,312.93,0.324
C01195,Group Practice,Psychiatry,14,930,0.927,0.521,0.701,0.898,0.683,181.05,0.374
C01196,Solo Provider,Psychiatry,1,70,0.98,0.463,0.382,0.575,0.335,49.72,0.857
C01197,Solo Provider,Therapy,1,100,0.802,0.773,0.379,0.338,0.4,81.06,0.669
C01198,Small Practice,Therapy,3,226,0.595,0.46,0.4,0.27,0.478,101.25,0.57
C01199,Solo Provider,Psychiatry,1,139,0.781,0.824,0.503,0.703,0.576,79.78,0.826
C01200,Small Practice,Counseling,3,392,0.552,0.881,0.586,0.653,0.315,101.34,0.812
C01201,Small Practice,Therapy,2,290,0.614,0.933,0.313,0.396,0.821,96.12,0.744
C01202,Small Practice,Psychology,4,193,0.449,0.667,0.619,0.806,0.138,101.84,0.517
C01203,Group Practice,Psychiatry,13,814,0.833,0.717,0.461,0.296,0.59,175.06,0.44
C01204,Small Practice,Counseling,3,217,0.588,0.474,0.703,0.385,0.363,108.24,0.646
C01205,Solo Provider,Psychiatry,1,118,0.847,0.546,0.441,0.791,0.223,80.81,0.872
C01206,Solo Provider,Counseling,1,98,0.746,0.629,0.784,0.51,0.399,73.41,0.766
C01207,Small Practice,Psychiatry,3,405,0.659,0.27,0.572,0.353,0.515,110.91,0.65
C01208,Solo Provider,Counseling,1,74,0.62,0.589,0.243,0.701,0.124,66.83,0.91
C01209,Solo Provider,Counseling,1,97,0.67,0.712,0.513,0.444,0.413,56.25,0.873
C01210,Solo Provider,Psychiatry,1,178,0.306,0.303,0.55,0.441,0.24,54.35,0.795
C01211,Small Practice,Psychology,2,268,0.454,0.296,0.591,0.452,0.531,102.4,0.607
C01212,Group Practice,Therapy,8,991,0.707,0.667,0.503,0.387,0.609,189.03,0.609
C01213,Small Practice,Psychiatry,5,458,0.59,0.55,0.499,0.551,0.29,103.65,0.502
C01214,Solo Provider,Psychiatry,1,96,0.17,0.632,0.323,0.645,0.525,61.63,0.907
C01215,Solo Provider,Counseling,1,144,0.578,0.702,0.218,0.749,0.318,44.74,0.85
C01216,Small Practice,Counseling,5,549,0.414,0.834,0.501,0.657,0.45,104.06,0.697
C01217,Solo Provider,Counseling,1,127,0.669,0.633,0.526,0.585,0.79,54.75,0.968
C01218,Small Practice,Counseling,5,438,0.639,0.88,0.478,0.639,0.089,128.31,0.499
C01219,Small Practice,Counseling,2,208,0.55,0.694,0.322,0.476,0.168,87.29,0.571
C01220,Solo Provider,Counseling,1,157,0.77,0.765,0.461,0.652,0.237,72.98,0.727
C01221,Solo Provider,Psychology,1,160,0.658,0.648,0.44,0.725,0.564,51.99,0.737
C01222,Solo Provider,Therapy,1,60,0.565,0.8,0.603,0.337,0.255,65.61,0.652
C01223,Group Practice,Counseling,11,759,0.818,0.739,0.707,0.37,0.454,169.46,0.545
C01224,Small Practice,Therapy,5,255,0.821,0.546,0.684,0.557,0.398,93.5,0.786
C01225,Solo Provider,Therapy,1,149,0.915,0.535,0.489,0.541,0.304,63.09,0.724
C01226,Group Practice,Counseling,15,1719,0.994,0.563,0.849,0.855,0.674,199.37,0.436
C01227,Solo Provider,Therapy,1,117,0.715,0.368,0.192,0.769,0.0,56.31,0.82
C01228,Solo Provider,Therapy,1,88,0.724,0.445,0.518,0.547,0.782,90.58,0.813
C01229,Group Practice,Psychology,15,812,0.853,0.691,0.715,0.728,0.876,187.53,0.476
C01230,Solo Provider,Psychology,1,130,0.823,0.731,0.235,0.599,0.206,54.55,0.844
C01231,Solo Provider,Therapy,1,159,0.658,0.552,0.693,0.58,0.557,73.74,1.0
C01232,Small Practice,Psychiatry,5,257,0.595,0.876,0.404,0.557,0.521,93.19,0.719
C01233,Solo Provider,Therapy,1,172,0.792,0.584,0.255,0.5,0.35,70.64,0.818
C01234,Small Practice,Psychiatry,4,392,0.585,0.576,0.649,0.456,0.363,102.52,0.5
C01235,Solo Provider,Therapy,1,73,0.752,0.294,0.304,0.27,0.486,60.59,0.609
C01236,Solo Provider,Psychology,1,81,0.728,0.571,0.517,0.688,0.352,83.46,0.576
C01237,Solo Provider,Psychiatry,1,84,0.76,0.644,0.168,0.461,0.237,59.15,0.678
C01238,Solo Provider,Counseling,1,79,0.629,0.783,0.503,0.428,0.275,61.95,0.755
C01239,Solo Provider,Therapy,1,66,0.788,0.462,0.684,0.611,0.0,76.4,0.809
C01240,Solo Provider,Counseling,1,80,0.638,0.639,0.492,0.643,0.156,84.59,0.739
C01241,Group Practice,Counseling,7,894,0.929,1.0,0.481,0.38,0.436,182.63,0.56
C01242,Solo Provider,Psychiatry,1,135,1.0,0.643,0.538,0.391,0.0,47.98,0.796
C01243,Solo Provider,Psychology,1,168,0.418,0.517,0.505,0.575,0.361,83.98,0.987
C01244,Solo Provider,Psychiatry,1,168,0.597,0.94,0.729,0.491,0.375,63.48,0.795
C01245,Solo Provider,Psychology,1,110,0.898,0.729,0.382,0.355,0.254,74.72,0.784
C01246,Solo Provider,Counseling,1,111,0.571,0.812,0.495,0.536,0.522,53.77,0.884
C01247,Small Practice,Psychology,5,363,0.666,0.714,0.73,0.571,0.696,108.71,0.579
C01248,Solo Provider,Psychology,1,122,0.577,0.859,0.05,0.426,0.54,77.22,0.769
C01249,Group Practice,Counseling,15,692,0.712,0.86,1.0,0.748,0.613,210.19,0.54
C01250,Group Practice,Psychiatry,13,1191,0.627,0.959,0.604,0.859,0.623,178.9,0.633
C01251,Solo Provider,Therapy,1,106,0.572,0.804,0.295,0.532,0.6,74.36,0.622
C01252,Solo Provider,Psychology,1,119,0.696,0.483,0.426,0.369,0.378,57.25,0.772
C01253,Solo Provider,Psychology,1,86,0.77,0.934,0.514,0.74,0.605,81.16,0.741
C01254,Small Practice,Therapy,5,292,0.478,0.714,0.367,0.642,0.207,82.73,0.667
C01255,Solo Provider,Psychology,1,154,0.641,0.562,0.634,0.457,0.385,73.54,0.78
C01256,Group Practice,Therapy,6,1634,0.825,0.566,0.721,0.416,0.347,176.27,0.437
C01257,Small Practice,Psychiatry,4,376,0.834,0.64,0.445,0.735,0.302,103.82,0.879
C01258,Group Practice,Counseling,9,746,0.931,0.682,0.763,0.276,0.446,184.52,0.49
C01259,Small Practice,Psychology,2,425,0.801,0.841,0.551,0.16,0.602,104.91,0.566
C01260,Large Practice,Psychology,38,4197,0.707,0.451,0.729,0.786,1.0,302.78,0.155
C01261,Solo Provider,Psychology,1,91,0.763,0.465,0.384,0.526,0.41,67.93,0.695
C01262,Solo Provider,Therapy,1,94,0.509,0.689,0.358,0.533,0.476,77.72,0.782
C01263,Solo Provider,Counseling,1,102,0.819,0.813,0.525,0.699,0.426,64.19,0.633
C01264,Group Practice,Psychiatry,12,1678,0.687,0.714,0.509,0.985,0.551,177.25,0.449
C01265,Small Practice,Counseling,3,302,0.681,0.655,0.482,0.817,0.385,115.79,0.641
C01266,Group Practice,Counseling,10,677,0.781,0.42,0.409,0.641,0.495,174.09,0.369
C01267,Solo Provider,Therapy,1,159,0.594,0.557,0.497,0.338,0.277,61.4,0.853
C01268,Large Practice,Psychology,25,4439,0.565,0.468,0.805,1.0,0.885,296.87,0.167
C01269,Solo Provider,Therapy,1,78,0.586,0.649,0.377,0.856,0.198,58.93,0.831
C01270,Solo Provider,Psychology,1,131,0.744,0.876,0.573,0.394,0.805,69.76,0.856
C01271,Large Practice,Psychiatry,27,2175,0.795,0.757,0.929,0.988,0.966,324.32,0.215
C01272,Solo Provider,Therapy,1,77,0.995,0.794,0.471,0.522,0.319,43.5,0.781
C01273,Solo Provider,Psychology,1,119,0.877,0.348,0.598,0.511,0.338,46.47,0.849
C01274,Small Practice,Counseling,2,521,0.712,0.664,0.275,0.6,0.545,98.7,0.691
C01275,Solo Provider,Therapy,1,120,1.0,0.484,0.581,0.553,0.67,82.93,0.839
C01276,Solo Provider,Counseling,1,136,0.541,0.494,0.424,0.675,0.403,83.71,0.779
C01277,Solo Provider,Counseling,1,83,0.403,0.417,0.091,0.717,0.353,60.04,0.897
C01278,Solo Provider,Psychology,1,116,0.681,0.724,0.505,0.569,0.621,72.46,0.638
C01279,Group Practice,Counseling,11,1513,0.707,0.578,0.535,0.892,0.537,187.52,0.694
C01280,Small Practice,Psychiatry,4,517,0.783,0.67,0.711,0.349,0.152,110.49,0.686
C01281,Solo Provider,Psychology,1,97,0.743,0.771,0.544,0.26,0.41,68.22,0.932
C01282,Solo Provider,Psychology,1,143,0.65,0.75,0.734,0.179,0.422,72.65,0.707
C01283,Solo Provider,Psychology,1,141,0.788,0.608,0.56,0.706,0.343,88.15,0.666
C01284,Small Practice,Counseling,5,250,0.785,0.526,0.673,0.907,0.422,101.45,0.659
C01285,Group Practice,Counseling,15,1527,0.539,0.674,0.624,0.743,0.486,174.97,0.433
C01286,Group Practice,Counseling,10,1094,0.455,0.677,0.558,0.651,0.282,166.34,0.515
C01287,Solo Provider,Psychology,1,78,0.419,0.426,0.406,0.746,0.447,56.36,0.813
C01288,Solo Provider,Counseling,1,76,0.534,0.7,0.57,0.548,0.624,74.62,0.732
C01289,Solo Provider,Psychology,1,146,0.732,0.914,0.309,0.655,0.584,78.91,0.731
C01290,Small Practice,Psychology,2,493,0.735,0.792,0.214,0.626,0.464,89.14,0.517
C01291,Solo Provider,Therapy,1,99,0.791,0.596,0.632,0.565,0.376,73.84,0.783
C01292,Small Practice,Psychiatry,3,516,0.78,0.574,0.681,0.648,0.462,113.46,0.659
C01293,Small Practice,Counseling,4,533,0.736,0.945,0.543,0.562,0.333,104.1,0.699
C01294,Solo Provider,Psychiatry,1,63,0.57,0.569,0.375,0.824,0.34,43.42,0.745
C01295,Solo Provider,Psychology,1,74,0.563,0.745,0.544,0.401,0.279,96.64,0.986
C01296,Solo Provider,Counseling,1,89,0.934,0.969,0.797,0.461,0.236,60.41,0.983
C01297,Solo Provider,Psychiatry,1,178,0.546,0.469,0.445,0.175,0.153,41.02,0.738
C01298,Solo Provider,Psychiatry,1,81,0.701,0.754,0.535,0.477,0.516,66.93,0.845
C01299,Small Practice,Therapy,5,194,0.778,0.423,0.582,0.573,0.236,106.31,0.676
C01300,Solo Provider,Therapy,1,67,0.729,0.676,0.367,0.613,0.265,74.03,0.693
C01301,Solo Provider,Psychology,1,74,0.791,0.613,0.174,0.764,0.075,87.83,0.859
C01302,Small Practice,Psychology,5,465,0.744,0.718,0.555,0.96,0.314,108.74,0.553
C01303,Small Practice,Psychiatry,3,303,0.613,0.727,0.656,0.668,0.557,112.61,0.792
C01304,Solo Provider,Psychiatry,1,149,0.631,0.676,0.414,0.941,0.288,53.04,0.848
C01305,Group Practice,Therapy,13,1496,0.657,0.772,0.75,0.897,0.785,181.9,0.443
C01306,Group Practice,Counseling,6,1426,0.745,0.678,0.579,0.481,0.674,161.91,0.303
C01307,Small Practice,Psychology,2,574,0.669,0.874,0.437,0.541,0.486,107.16,0.616
C01308,Small Practice,Therapy,4,571,0.53,0.566,0.563,0.766,0.614,116.34,0.86
C01309,Solo Provider,Psychology,1,146,0.69,0.63,0.404,0.577,0.432,81.27,0.683
C01310,Group Practice,Psychiatry,8,1317,0.667,0.857,0.661,0.535,0.789,153.48,0.406
C01311,Solo Provider,Counseling,1,162,0.768,0.33,0.34,0.618,0.299,50.29,0.858
C01312,Group Practice,Psychiatry,13,1570,0.446,0.887,0.574,0.916,0.458,173.16,0.642
C01313,Small Practice,Counseling,2,362,0.706,0.872,0.599,0.722,0.508,117.1,0.568
C01314,Solo Provider,Psychology,1,128,0.594,0.682,0.457,0.753,0.291,60.14,0.744
C01315,Solo Provider,Therapy,1,136,0.985,0.534,0.66,0.337,0.444,84.37,0.826
C01316,Small Practice,Counseling,2,586,0.712,0.553,0.724,0.416,0.046,74.94,0.464
C01317,Small Practice,Psychology,2,456,1.0,0.283,0.363,0.539,0.618,109.63,0.571
C01318,Solo Provider,Psychiatry,1,116,1.0,0.676,0.518,0.526,0.306,55.44,0.895
C01319,Small Practice,Therapy,3,215,0.677,0.797,0.408,0.568,0.221,107.21,0.756
C01320,Group Practice,Psychiatry,12,830,0.725,0.399,0.428,0.623,0.643,174.3,0.506
C01321,Solo Provider,Psychology,1,165,0.812,0.906,0.452,0.565,0.337,71.82,0.787
C01322,Solo Provider,Therapy,1,156,0.837,0.799,0.397,0.359,0.426,87.8,0.924
C01323,Solo Provider,Psychiatry,1,104,0.332,1.0,0.528,0.667,0.107,74.79,0.776
C01324,Small Practice,Psychology,3,414,0.267,0.71,0.488,0.781,0.38,110.88,0.641
C01325,Solo Provider,Psychology,1,132,0.594,0.82,0.387,0.515,0.469,72.11,0.885
C01326,Group Practice,Counseling,6,1585,0.419,0.616,0.686,0.648,0.494,170.23,0.449
C01327,Solo Provider,Therapy,1,127,0.551,0.79,0.592,0.452,0.434,70.78,0.628
C01328,Small Practice,Counseling,3,266,0.889,0.614,0.625,0.47,0.061,100.42,0.627
C01329,Solo Provider,Psychiatry,1,92,0.725,0.559,0.416,0.321,0.069,48.81,0.789
C01330,Solo Provider,Therapy,1,65,0.862,0.257,0.509,0.873,0.341,76.14,0.8
C01331,Small Practice,Counseling,2,193,0.639,0.469,0.578,0.2,0.511,96.55,0.611
C01332,Solo Provider,Psychology,1,60,0.915,0.695,0.417,0.453,0.346,51.39,1.0
C01333,Small Practice,Psychology,3,501,0.785,0.927,0.589,0.537,0.557,117.98,0.673
C01334,Large Practice,Psychiatry,33,3148,0.714,0.574,0.848,0.973,0.812,293.51,0.265
C01335,Large Practice,Counseling,17,4875,0.587,0.418,0.538,0.607,0.584,255.76,0.325
C01336,Group Practice,Therapy,8,1489,0.768,0.783,0.284,0.404,0.577,179.21,0.471
C01337,Solo Provider,Therapy,1,124,0.468,0.564,0.421,0.54,0.373,63.19,0.847
C01338,Small Practice,Therapy,2,255,0.954,0.449,0.487,0.66,0.474,107.09,0.609
C01339,Group Practice,Psychology,12,597,0.697,0.387,0.706,0.454,0.59,179.11,0.482
C01340,Solo Provider,Therapy,1,112,0.668,0.863,0.401,0.516,0.284,66.99,0.902
C01341,Solo Provider,Counseling,1,95,0.585,0.651,0.429,0.749,0.361,75.11,0.662
C01342,Group Practice,Therapy,7,1128,0.88,0.451,0.515,0.579,0.473,163.44,0.488
C01343,Solo Provider,Psychology,1,93,0.843,0.448,0.345,0.32,0.46,74.69,0.811
C01344,Small Practice,Counseling,5,489,0.512,0.57,0.498,0.596,0.188,90.64,0.698
C01345,Large Practice,Counseling,37,4133,0.876,0.257,1.0,0.998,0.893,330.51,0.255
C01346,Small Practice,Psychiatry,5,265,0.86,0.989,0.421,0.291,0.432,83.75,0.73
C01347,Solo Provider,Therapy,1,179,0.561,0.503,0.518,0.551,0.252,50.29,0.818
C01348,Solo Provider,Counseling,1,140,0.51,0.623,0.345,0.629,0.364,86.79,0.777
C01349,Solo Provider,Psychiatry,1,79,0.757,0.584,0.377,0.311,0.358,39.82,0.831
C01350,Solo Provider,Counseling,1,132,0.623,0.452,0.471,0.543,0.35,58.22,0.855
C01351,Small Practice,Therapy,4,399,0.55,0.701,0.521,0.344,0.399,104.27,0.646
C01352,Group Practice,Psychology,8,1299,0.592,0.787,0.648,0.473,0.323,149.27,0.385
C01353,Solo Provider,Therapy,1,153,0.731,0.863,0.678,0.327,0.486,41.93,0.808
C01354,Solo Provider,Psychiatry,1,77,0.633,0.868,0.334,0.608,0.352,60.98,0.655
C01355,Group Practice,Therapy,15,963,0.674,0.813,0.803,0.604,0.427,204.89,0.335
C01356,Solo Provider,Counseling,1,86,0.723,0.338,0.59,0.208,0.244,89.99,0.808
C01357,Small Practice,Psychology,5,457,0.628,0.655,0.663,0.802,0.403,101.88,0.628
C01358,Solo Provider,Therapy,1,152,0.854,0.301,0.405,0.306,0.391,46.58,0.676
C01359,Small Practice,Psychiatry,5,289,0.675,0.639,0.59,0.725,0.377,104.91,0.61
C01360,Solo Provider,Psychiatry,1,131,0.862,0.638,0.421,0.578,0.643,70.43,0.807
C01361,Small Practice,Psychology,2,249,0.899,0.863,0.405,0.422,0.111,96.35,0.746
C01362,Solo Provider,Psychiatry,1,158,0.88,0.589,0.433,0.255,0.442,64.56,0.85
C01363,Small Practice,Psychiatry,2,421,1.0,0.433,0.372,0.644,0.234,111.95,0.541
C01364,Solo Provider,Counseling,1,65,0.791,0.737,0.492,0.394,0.33,76.4,0.792
C01365,Solo Provider,Psychology,1,158,0.561,0.792,0.213,0.458,0.197,83.11,0.714
C01366,Small Practice,Counseling,2,241,0.577,0.742,0.409,0.55,0.6,97.16,0.715
C01367,Solo Provider,Counseling,1,69,0.68,0.746,0.56,0.516,0.422,68.6,0.836
C01368,Solo Provider,Counseling,1,87,0.811,0.703,0.153,0.372,0.296,75.59,0.78
C01369,Solo Provider,Counseling,1,138,1.0,0.207,0.511,0.524,0.341,68.37,0.854
C01370,Solo Provider,Psychology,1,111,0.704,0.75,0.534,0.544,0.28,71.82,1.0
C01371,Solo Provider,Psychology,1,161,0.814,0.559,0.493,0.543,0.081,54.13,0.728
C01372,Group Practice,Psychology,9,1040,0.54,0.658,0.795,0.63,0.335,167.41,0.347
C01373,Solo Provider,Therapy,1,102,0.746,0.894,0.379,0.525,0.304,69.38,0.737
C01374,Group Practice,Counseling,12,1781,0.579,0.359,0.64,0.825,0.672,175.2,0.599
C01375,Large Practice,Psychology,29,2085,0.535,0.778,1.0,0.933,1.0,300.1,0.24
C01376,Solo Provider,Counseling,1,96,0.563,0.656,0.505,0.516,0.297,69.39,0.751
C01377,Small Practice,Psychology,3,210,0.527,0.308,0.406,0.301,0.279,90.02,0.608
C01378,Group Practice,Psychiatry,14,1036,1.0,0.423,0.841,0.64,0.503,182.29,0.509
C01379,Small Practice,Psychiatry,2,598,0.968,0.255,0.443,0.556,0.597,134.88,0.61
C01380,Solo Provider,Counseling,1,84,0.345,0.388,0.501,0.318,0.45,47.0,0.755
C01381,Solo Provider,Psychology,1,156,0.555,0.803,0.162,0.69,0.529,52.02,0.767
C01382,Solo Provider,Counseling,1,135,0.627,0.377,0.751,0.362,0.147,60.93,0.829
C01383,Small Practice,Psychology,3,543,0.643,0.583,0.545,0.57,0.439,105.19,0.677
C01384,Large Practice,Psychology,21,1926,0.825,0.585,0.886,0.988,0.626,270.87,0.54
C01385,Large Practice,Therapy,18,1875,0.781,0.729,0.731,0.855,0.712,271.13,0.507
C01386,Solo Provider,Therapy,1,109,0.572,0.551,0.536,0.595,0.399,81.26,0.715
C01387,Small Practice,Psychology,3,307,0.704,0.976,0.625,0.913,0.475,123.32,0.664
C01388,Solo Provider,Therapy,1,166,0.761,0.89,0.588,0.507,0.398,79.83,0.876
C01389,Group Practice,Therapy,11,901,0.751,0.502,0.515,0.71,0.673,172.36,0.52
C01390,Solo Provider,Counseling,1,178,0.677,0.439,0.256,0.526,0.572,89.64,0.81
C01391,Group Practice,Psychology,8,859,0.705,0.472,0.518,0.394,0.262,162.8,0.333
C01392,Group Practice,Therapy,6,1754,0.625,0.724,0.308,0.586,0.585,171.28,0.543
C01393,Solo Provider,Psychiatry,1,61,0.606,0.635,0.713,0.558,0.352,70.16,0.856
C01394,Solo Provider,Psychiatry,1,120,0.734,0.606,0.403,0.681,0.075,57.8,0.848
C01395,Group Practice,Therapy,12,1773,0.554,0.644,0.645,0.77,0.687,189.12,0.295
C01396,Solo Provider,Psychology,1,168,0.733,0.74,0.175,0.344,0.573,92.29,0.772
